590.9375000,0.4804560,1.2623897,0.4035966,0.6858960
590.9394531,0.4577604,1.2719933,0.3982755,0.7034630
590.9414062,0.4203621,1.2598224,0.4111106,0.7145840
590.9433594,0.4305107,1.2819370,0.4273812,0.7183836
590.9453125,0.4405329,1.2848863,0.4325175,0.7214201
590.9472656,0.4627875,1.2506571,0.4610886,0.7170389
590.9492187,0.4770717,1.2299291,0.4834847,0.7041220
590.9511719,0.4950813,1.2142445,0.5071872,0.6687588
590.9531250,0.4987018,1.1680358,0.4975371,0.6212186
590.9550781,0.4777308,1.1661058,0.4614536,0.5918327
590.9570312,0.4905152,1.1831833,0.4475318,0.5663115
590.9589844,0.5010463,1.2345233,0.4666092,0.5663360
590.9609375,0.4954664,1.2609316,0.4709992,0.5999110
590.9628906,0.4775655,1.2165682,0.4545071,0.6341077
590.9648437,0.4724461,1.2002541,0.4443707,0.6671244
590.9667969,0.4671178,1.2535866,0.4398160,0.6766223
590.9687500,0.4676708,1.2713423,0.4165488,0.6751092
590.9707031,0.4813648,1.2263627,0.4012261,0.6660165
590.9726562,0.5026528,1.2232190,0.4132348,0.6472301
590.9746094,0.5184093,1.2312035,0.4428310,0.6264564
590.9765625,0.5224352,1.2317399,0.4708068,0.6240471
590.9785156,0.5454133,1.2277485,0.4933315,0.6126467
590.9804687,0.5417630,1.2308668,0.4837817,0.6102839
590.9824219,0.5131318,1.2076233,0.4612597,0.6157050
590.9843750,0.5015670,1.2203733,0.4671219,0.6405918
590.9863281,0.4625340,1.2211404,0.4474932,0.6560856
590.9882812,0.4204847,1.2087086,0.4159509,0.6725773
590.9902344,0.4149642,1.2166846,0.3932087,0.6705094
590.9921875,0.4429821,1.2525614,0.4130283,0.6760852
590.9941406,0.4638562,1.2863553,0.4369844,0.6626056
590.9960937,0.4471539,1.2630591,0.4358817,0.6498818
590.9980469,0.4414366,1.2275316,0.4493849,0.6152902
591.0000000,0.4533177,1.1976906,0.4504479,0.5904244
591.0019531,0.4375125,1.1735575,0.4349967,0.5665036
591.0039062,0.4126839,1.1560931,0.4155186,0.5743568
591.0058594,0.3927810,1.1874068,0.4128611,0.5897108
591.0078125,0.3899454,1.1982885,0.3934196,0.6201316
591.0097656,0.3918859,1.1971198,0.3829175,0.6518190
591.0117187,0.4062160,1.2319547,0.3852694,0.6643168
591.0136719,0.4340843,1.2326579,0.3917932,0.6678908
591.0156250,0.4594375,1.2379146,0.3820425,0.6723269
591.0175781,0.4667536,1.2415834,0.3939672,0.6574556
591.0195312,0.4743586,1.2263138,0.4090009,0.6298074
591.0214844,0.4600295,1.2015315,0.4299100,0.6267271
591.0234375,0.4546245,1.1807239,0.4532638,0.6269719
591.0253906,0.4624664,1.1830550,0.4575747,0.6288425
591.0273437,0.4577431,1.2266687,0.4400049,0.6555912
591.0292969,0.4459840,1.2504838,0.4238886,0.6687078
591.0312500,0.4403738,1.2539579,0.4159784,0.6654769
591.0332031,0.4393883,1.2555164,0.4080001,0.6145124
591.0351562,0.4464952,1.2689520,0.3897886,0.5748322
591.0371094,0.4484023,1.2871485,0.3713327,0.5916658
591.0390625,0.4615120,1.2824308,0.3534976,0.6401550
591.0410156,0.4927212,1.2686988,0.3727868,0.6648088
591.0429687,0.5184762,1.2640586,0.4193109,0.6679560
591.0449219,0.5233770,1.2394484,0.4596754,0.6697110
